	doi	registration_agency
633	10.1659/mrd.0906	Crossref
634	10.1007/s12665-013-2988-5	Crossref
635	10.5194/tc-6-221-2012	Crossref
636	10.5194/tc-11-81-2017	Crossref
637	10.1029/2006JF000547	Crossref
638	10.5194/tc-12-385-2018	Crossref
639	10.1111/geb.12170	Crossref
640	10.1002/2015JD024108	Crossref
641	10.1029/2011JD016545	Crossref
642	10.1016/j.coldregions.2015.07.012	Crossref
643	10.1007/s11069-007-9174-6	Crossref
644	10.1175/JHM-D-15-0155.1	Crossref
645	10.1007/s10584-016-1771-5	Crossref
646	10.3189/172756501781832575	Crossref
647	10.1016/j.geomorph.2016.02.009	Crossref
648	10.1016/B978-0-12-394849-6.00001-9	Crossref
649	10.1186/s40665-016-0021-4	Crossref
650	10.3390/en5020305	Crossref
651	10.1007/s11269-011-9956-1	Crossref
652	10.1016/j.tree.2014.04.006	Crossref
653	10.1676/1559-4491.130.4.940	Crossref
654	10.1111/j.1365-2486.2005.001051.x	Crossref
655	10.1073/pnas.1716789115	Crossref
656	10.1002/2015GL065855	Crossref
657	10.1136/bmjopen-2011-000152	Crossref
658	10.1016/j.gloplacha.2003.04.001	Crossref
659	10.5194/tc-12-1195-2018	Crossref
660	10.1016/B978-0-12-394849-6.00013-5	Crossref
661	10.1111/geoa.12127	Crossref
662	10.1017/CBO9781107415324.008	Crossref
663	10.1016/j.gloplacha.2013.04.002	Crossref
664	10.1002/ppp.737	Crossref
665	10.1016/j.rser.2018.08.031	Crossref
666	10.1002/2015GB005237	Crossref
667	10.1016/j.pld.2019.01.004	Crossref
668	10.1659/mrd.0976	Crossref
669	10.16993/iberoamericana.211	Crossref
670	10.1175/JCLI3990.1	Crossref
671	10.1007/978-3-319-08660-6_13	Crossref
672	10.3189/172756507782202829	Crossref
673	10.1038/s41598-018-30475-w	Crossref
674	10.1029/2007JF000799	Crossref
675	10.3390/w9050325	Crossref
676	10.1659/MRD-JOURNAL-D-12-00106.1	Crossref
677	10.5194/tc-6-553-2012	Crossref
678	10.1038/srep29723	Crossref
679	10.3178/hrl.7.6	Crossref
680	10.1017/jog.2019.22	Crossref
681	10.1002/wat2.1016	Crossref
682	10.1038/ngeo2331	Crossref
683	10.1038/nature08580	Crossref
684	10.1080/14616688.2013.823457	Crossref
685	10.1111/jbi.13125	Crossref
686	10.2136/vzj2018.03.0061	Crossref
687	10.1017/CBO9781107588653	Crossref
689	10.1016/j.envsci.2014.11.007	Crossref
690	10.5194/nhess-5-173-2005	Crossref
691	10.1093/isq/sqx043	Crossref
693	10.3389/feart.2016.00034	Crossref
694	10.3389/feart.2015.00054	Crossref
695	10.1038/s41558-017-0049-x	Crossref
696	10.1007/s11069-018-3187-1	Crossref
697	10.1002/ppp.413	Crossref
698	10.1007/s00382-017-3609-x	Crossref
699	10.1111/gcb.13985	Crossref
700	10.1371/journal.pone.0081598	Crossref
701	10.1007/s10584-017-2080-3	Crossref
702	10.1073/pnas.1522429113	Crossref
703	10.1002/ppp.380	Crossref
704	10.1002/ppp.728	Crossref
705	10.1029/2006JF000522	Crossref
706	10.1175/JHM-D-16-0012.1	Crossref
707	10.53055/ICIMOD.521	Crossref
708	10.1007/s10113-014-0587-y	Crossref
709	10.1111/fwb.12405	Crossref
710	10.1038/nclimate1435	Crossref
711	10.1016/j.jhydrol.2017.12.040	Crossref
712	10.1002/2015JF003504	Crossref
714	10.1002/2017WR021648	Crossref
715	10.1016/j.accre.2016.10.002	Crossref
716	10.1088/1748-9326/4/4/045206	Crossref
717	10.1002/ecy.2638	Crossref
718	10.1002/fee.1311	Crossref
719	10.1007/s10584-009-9616-0	Crossref
720	10.1088/1748-9326/11/8/084003	Crossref
721	10.1038/s41598-018-21244-w	Crossref
722	10.1371/journal.pone.0157386	Crossref
723	10.1007/s00267-013-0062-4	Crossref
724	10.5194/hess-16-849-2012	Crossref
725	10.1007/s10584-015-1529-5	Crossref
726	10.1016/j.gloplacha.2006.07.005	Crossref
727	10.1038/s41561-017-0039-7	Crossref
728	10.1007/s11111-014-0226-z	Crossref
729	10.1080/14616688.2016.1144642	Crossref
730	10.1080/20442041.2017.1294332	Crossref
731	10.1016/j.ijdrr.2014.03.002	Crossref
732	10.1007/s00382-011-1089-y	Crossref
733	10.1175/JCLI-D-12-00528.1	Crossref
734	10.1038/ngeo2269	Crossref
735	10.1126/science.aac8353	Crossref
736	10.5194/acp-14-8089-2014	Crossref
737	10.1016/j.coldregions.2017.01.006	Crossref
738	10.1093/acrefore/9780199389407.013.322	Crossref
739	10.1002/ppp.1953	Crossref
740	10.1007/978-3-319-09300-0_48	Crossref
741	10.1080/10402659.2016.1130383	Crossref
742	10.1086/679484	Crossref
743	10.1002/eco.1724	Crossref
744	10.1659/MRD-JOURNAL-D-15-00009	Crossref
745	10.3389/feart.2017.00056	Crossref
746	10.1071/BT16179	Crossref
747	10.1002/eap.1832	Crossref
748	10.1371/journal.pone.0188486	Crossref
749	10.1002/2017GL076504	Crossref
750	10.2993/0278-0771-35.3.449	Crossref
751	10.5194/hess-19-1225-2015	Crossref
752	10.1002/esp.2248	Crossref
753	10.1002/2016GL071708	Crossref
754	10.1038/nature23878	Crossref
755	10.1002/esp.3374	Crossref
756	10.1016/j.gloplacha.2013.05.014	Crossref
757	10.1002/eet.1605	Crossref
758	10.5194/tc-7-287-2013	Crossref
759	10.1002/2015JD024728	Crossref
761	10.1002/ppp.1960	Crossref
762	10.1016/j.geomorph.2015.01.024	Crossref
763	10.1002/2013WR014897	Crossref
764	10.1088/1748-9326/aad404	Crossref
765	10.1111/nph.15290	Crossref
766	10.1016/j.geomorph.2016.02.015	Crossref
767	10.3189/172756411795932083	Crossref
768	10.1002/2015GL064349	Crossref
769	10.1111/rssc.12095	Crossref
770	10.1021/es403103t	Crossref
771	10.1029/2011JD016187	Crossref
772	10.1016/j.coldregions.2007.03.015	Crossref
773	10.5194/hess-18-819-2014	Crossref
774	10.14430/arctic4191	Crossref
775	10.3955/046.090.0104	Crossref
776	10.1016/j.scitotenv.2017.11.266	Crossref
777	10.1111/phen.12084	Crossref
778	10.1657/1938-4246-46.2.327	Crossref
779	10.1111/ele.12718	Crossref
780	10.1038/ncomms12574	Crossref
781	10.1016/j.envpol.2016.09.037	Crossref
782	10.1029/2017JF004333	Crossref
783	10.1111/jbi.13229	Crossref
784	10.1038/s41598-017-07133-8	Crossref
785	10.1130/GES01194.1	Crossref
786	10.3189/2016AoG71A627	Crossref
787	10.1007/s40641-018-0109-y	Crossref
788	10.1029/2018EF000878	Crossref
789	10.1002/ppp.1885	Crossref
790	10.1016/j.gloplacha.2009.03.017	Crossref
791	10.1017/jog.2016.47	Crossref
792	10.1016/j.gloplacha.2012.12.012	Crossref
793	10.1007/978-1-4614-5702-2	Crossref
794	10.1038/s41598-017-04140-7	Crossref
795	10.1111/geoa.12114	Crossref
796	10.1002/ppp.1911	Crossref
797	10.1016/j.gloplacha.2010.06.004	Crossref
798	10.1371/journal.pone.0165630	Crossref
799	10.1016/j.gloenvcha.2012.02.002	Crossref
800	10.1038/ncomms14202	Crossref
801	10.1007/s10584-009-9750-8	Crossref
802	10.5194/tc-9-109-2015	Crossref
803	10.5194/tc-11-1813-2017	Crossref
804	10.1002/eap.1773	Crossref
805	10.1139/er-2017-0032	Crossref
806	10.1002/ppp.1951	Crossref
807	10.1007/s00382-014-2357-4	Crossref
808	10.1080/00045608.2010.497369	Crossref
809	10.1016/j.gloplacha.2017.10.003	Crossref
810	10.1175/JHM-D-14-0035.1	Crossref
811	10.5194/tc-10-2693-2016	Crossref
812	10.1088/1748-9326/8/3/035048	Crossref
813	10.1080/00045600802118491	Crossref
814	10.1175/JHM-D-16-0188.1	Crossref
815	10.5194/tc-8-59-2014	Crossref
816	10.5194/tc-6-1295-2012	Crossref
817	10.1038/s41558-018-0093-1	Crossref
818	10.1002/ece3.2354	Crossref
819	10.1016/j.catena.2015.07.016	Crossref
820	10.1016/j.foreco.2018.09.021	Crossref
821	10.1175/BAMS-88-3-319	Crossref
822	10.3189/2013JoG12J192	Crossref
823	10.1016/j.geomorph.2012.02.015	Crossref
824	10.3189/S0260305500007862	Crossref
825	10.1007/s10113-012-0333-2	Crossref
826	10.1016/j.gloenvcha.2018.10.012	Crossref
827	10.3390/w9100739	Crossref
828	10.1007/s10584-014-1215-z	Crossref
829	10.1016/j.tree.2017.10.002	Crossref
830	10.1002/2013JF002915	Crossref
831	10.1002/2014JF003276	Crossref
832	10.1175/WCAS-D-16-0121.1	Crossref
833	10.5065/D6SJ1JCH	DataCite
834	10.1007/s00382-016-3253-x	Crossref
835	10.5194/acp-14-4237-2014	Crossref
836	10.1016/j.epsl.2013.10.008	Crossref
837	10.1029/2018GL080942	Crossref
838	10.1098/rspb.2016.0456	Crossref
839	10.5194/tc-7-1565-2013	Crossref
841	10.1111/oik.05227	Crossref
842	10.1080/17565529.2013.826127	Crossref
843	10.1088/1748-9326/aa5b04	Crossref
844	10.1126/science.aaa9933	Crossref
845	10.1126/science.aan8097	Crossref
846	10.1073/pnas.1619807114	Crossref
847	10.1175/JCLI-D-17-0321.1	Crossref
848	10.1007/s11269-009-9500-8	Crossref
849	10.1007/978-3-319-92288-1_13	Crossref
850	10.1080/24694452.2016.1203285	Crossref
851	10.1080/07900627.2013.859044	Crossref
852	10.1002/2015EF000311	Crossref
853	10.1007/s10113-015-0888-9	Crossref
854	10.3354/cr01435	Crossref
855	10.1073/pnas.1509938112	Crossref
856	10.1002/2014GL062661	Crossref
857	10.1080/15230430.2019.1612216	Crossref
859	10.1002/hyp.10890	Crossref
860	10.1002/2017JG004060	Crossref
861	10.1002/2015JG003235	Crossref
862	10.3389/fpls.2019.00195	Crossref
863	10.1007/s10113-019-01484-w	Crossref
864	10.1016/j.jhydrol.2014.03.042	Crossref
865	10.1007/978-3-319-40773-9_4	Crossref
866	10.1029/2017JG004349	Crossref
867	10.1038/s41558-018-0236-4	Crossref
868	10.3189/2013JoG12J205	Crossref
869	10.1051/lhb/2016055	Crossref
870	10.1016/j.envpol.2013.07.040	Crossref
871	10.1175/JCLI-D-16-0512.1	Crossref
872	10.1175/JCLI-D-16-0189.1	Crossref
873	10.1007/s10745-014-9684-2	Crossref
874	10.1016/j.geomorph.2017.03.002	Crossref
875	10.15446/rcdg.v27n2.63370	Crossref
876	10.1016/j.jher.2015.12.001	Crossref
877	10.1007/s10584-018-2328-6	Crossref
878	10.5194/tc-9-139-2015	Crossref
879	10.1016/j.coldregions.2012.07.007	Crossref
880	10.1038/ncomms14730	Crossref
881	10.1029/2017JF004304	Crossref
882	10.5194/tc-3-85-2009	Crossref
883	10.1659/0276-4741(2004)024[0024:NHATNF]2.0.CO;2	Resource not found
884	10.1007/978-3-319-21900-4_9	Crossref
885	10.1007/s10113-018-1372-0	Crossref
887	10.1659/MRD-JOURNAL-D-11-00091.1	Crossref
888	10.1038/s41598-019-41117-0	Crossref
889	10.1080/08941920.2019.1590667	Crossref
890	10.1038/nature13625	Crossref
891	10.1016/j.earscirev.2019.04.023	Crossref
892	10.1007/s00704-012-0687-x	Crossref
893	10.1002/esp.3716	Crossref
894	10.1111/j.1467-7717.1979.tb00205.x	Crossref
895	10.1146/annurev.anthro.25.1.303	Crossref
896	10.1007/s10113-019-01482-y	Crossref
897	10.5194/tc-11-191-2017	Crossref
898	10.1002/2014GL062803	Crossref
899	10.5840/enviroethics20133516	Crossref
900	10.1088/1748-9326/11/9/094026	Crossref
901	10.1073/pnas.1302570110	Crossref
902	10.1002/2017GL075826	Crossref
903	10.1007/s00382-018-4287-z	Crossref
904	10.1029/2012JD018697	Crossref
905	10.1007/s00382-016-3316-z	Crossref
906	10.1659/MRD-JOURNAL-D-16-00110.1	Crossref
907	10.1002/joc.4192	Crossref
908	10.1126/sciadv.aaq1819	Crossref
909	10.1016/j.scitotenv.2015.06.134	Crossref
911	10.3390/agronomy8030025	Crossref
912	10.3189/2014JoG14J104	Crossref
913	10.1126/science.aai9214	Crossref
914	10.1002/ecs2.1722	Crossref
915	10.3189/2015JoG13J237	Crossref
916	10.1016/j.fooweb.2017.02.006	Crossref
917	10.1007/s11069-014-1444-5	Crossref
918	10.1038/nclimate2563	Crossref
919	10.1029/2008GL034026	Crossref
920	10.1038/ismej.2015.245	Crossref
921	10.1016/j.scitotenv.2016.03.162	Crossref
922	10.1002/joc.3531	Crossref
923	10.1002/ppp.638	Crossref
924	10.1016/j.coldregions.2006.08.014	Crossref
925	10.1002/esp.3992	Crossref
926	10.1007/s00035-014-0140-0	Crossref
927	10.1175/2008JCLI2405.1	Crossref
928	10.1016/0377-0273(90)90082-Q	Crossref
929	10.3390/su9112150	Crossref
930	10.1371/journal.pbio.1001828	Crossref
931	10.3189/002214310792447815	Crossref
932	10.5194/tc-9-647-2015	Crossref
933	10.1016/j.apgeog.2016.11.004	Crossref
934	10.1002/hyp.10905	Crossref
935	10.2993/0278-0771-34.3.383	Crossref
936	10.1007/s10584-018-2187-1	Crossref
937	10.5194/tc-7-889-2013	Crossref
938	10.5194/tc-10-133-2016	Crossref
939	10.1111/nzg.12091	Crossref
940	10.1029/2002GL016326	Crossref
941	10.1515/pz-2014-0005	Crossref
942	10.1007/s00376-014-0010-0	Crossref
943	10.1007/s10584-009-9733-9	Crossref
944	10.1002/joc.5509	Crossref
945	10.1080/04353676.2017.1383015	Crossref
946	10.5194/tc-7-81-2013	Crossref
947	10.1007/s00382-013-1719-7	Crossref
948	10.1002/2017JD027176	Crossref
949	10.1017/S2044251317000029	Crossref
950	10.1088/1748-9326/8/2/024040	Crossref
951	10.1177/0094582X16637867	Crossref
952	10.1007/s10113-018-1376-9	Crossref
953	10.3389/fenvs.2019.00091	Crossref
954	10.1080/17565529.2019.1617099	Crossref
955	10.1007/s10346-010-0206-z	Crossref
956	10.1177/0959683610374887	Crossref
957	10.1111/geoa.12000	Crossref
958	10.1016/j.scitotenv.2017.07.055	Crossref
959	10.2166/nh.2014.060	Crossref
960	10.1007/s10113-015-0893-z	Crossref
961	10.1016/j.geomorph.2011.05.019	Crossref
962	10.7265/N5-RGI-60	DataCite
963	10.1525/9780520934245-017	Crossref
964	10.1007/978-3-319-04996-0_104	Crossref
965	10.1016/j.scitotenv.2013.09.056	Crossref
966	10.1038/s41598-018-24057-z	Crossref
967	10.1111/jbi.12609	Crossref
968	10.5194/tc-11-723-2017	Crossref
969	10.1111/geb.12865	Crossref
970	10.1073/pnas.1713936115	Crossref
971	10.3189/002214311796405997	Crossref
972	10.1016/j.scitotenv.2017.10.111	Crossref
973	10.1038/s41598-017-14256-5	Crossref
974	10.1002/2014JF003148	Crossref
975	10.1016/j.accre.2017.08.003	Crossref
976	10.1080/19475705.2013.827135	Crossref
977	10.1016/j.renene.2018.07.104	Crossref
978	10.1111/j.1365-2699.2010.02407.x	Crossref
979	10.1007/s00704-012-0712-0	Crossref
980	10.1016/j.ecolind.2016.04.001	Crossref
981	10.1016/j.geomorph.2005.09.013	Crossref
982	10.3390/geosciences7020027	Crossref
983	10.5194/adgeo-35-145-2014	Crossref
984	10.1002/esp.2218	Crossref
985	10.1002/hyp.9661	Crossref
986	10.1080/03632415.2017.1374251	Crossref
987	10.1007/s10021-017-0201-5	Crossref
988	10.1038/nature14338	Crossref
989	10.1088/1748-9326/11/7/074005	Crossref
990	10.1029/2002RG000123	Crossref
991	10.1080/13683500.2019.1608919	Crossref
992	10.1080/13683500.2018.1436161	Crossref
993	10.1007/978-3-319-72026-5_8	Crossref
994	10.1002/ldr.3171	Crossref
995	10.3189/2015JoG14J136	Crossref
996	10.1029/2017JF004358	Crossref
997	10.21782/EC1560-7496-2017-6(103-111)	Crossref
998	10.1111/j.1365-2427.2008.02102.x	Crossref
999	10.1017/jog.2016.81	Crossref
1000	10.1007/978-94-007-3846-1_17	Crossref
1001	10.1016/j.envpol.2015.08.012	Crossref
1002	10.1038/s41558-018-0393-5	Crossref
1003	10.1016/j.jhydrol.2017.12.035	Crossref
1004	10.1080/19475701003668968	Crossref
1005	10.1016/j.scitotenv.2017.05.013	Crossref
1006	10.1007/s10113-016-1053-9	Crossref
1007	10.5194/tc-12-3311-2018	Crossref
1008	10.1080/15732479.2015.1020495	Crossref
1009	10.1111/cuag.12027	Crossref
1010	10.1038/s41558-018-0296-5	Crossref
1011	10.1007/s10712-016-9374-2	Crossref
1012	10.5194/tc-5-673-2011	Crossref
1013	10.1175/JCLI-D-12-00341.1	Crossref
1014	10.1111/aec.12507	Crossref
1015	10.1007/s10021-015-9845-1	Crossref
1016	10.4000/rga.2910	Crossref
1017	10.1002/(SICI)1099-1530(199610)7:4<301::AID-PPP231>3.0.CO;2-R	Resource not found
1018	10.1016/j.quascirev.2016.04.008	Crossref
1019	10.1002/hyp.11423	Crossref
1020	10.5194/hess-20-2519-2016	Crossref
1021	10.1016/j.isprsjprs.2014.03.001	Crossref
1022	10.1093/gji/ggx008	Crossref
1023	10.1038/srep08228	Crossref
1024	10.3189/2015AoG70A001	Crossref
1025	10.1038/s41598-019-44068-8	Crossref
1026	10.5194/tc-13-1325-2019	Crossref
1027	10.1007/978-3-319-56469-2_2	Crossref
1028	10.1002/2014JF003341	Crossref
1029	10.1080/13683500.2017.1410110	Crossref
1030	10.1111/geb.12469	Crossref
1031	10.1038/s41586-018-0005-6	Crossref
1032	10.5194/tc-12-95-2018	Crossref
1033	10.1016/j.coldregions.2013.10.002	Crossref
1034	10.1098/rspb.2003.2415	Crossref
1035	10.1080/14616688.2016.1198416	Crossref
1036	10.1017/CBO9781107588653.016	Crossref
1037	10.1659/MRD-JOURNAL-D-11-00127.1	Crossref
1038	10.1002/2017WR020840	Crossref
1039	10.1080/17550874.2015.1010189	Crossref
1040	10.1659/MRD-JOURNAL-D-15-00032.1	Crossref
1041	10.1098/rspb.2016.0899	Crossref
1042	10.1061/(ASCE)HE.1943-5584.0001640	Crossref
1043	10.1016/j.earscirev.2018.06.012	Crossref
1044	10.1016/j.envpol.2016.10.079	Crossref
1045	10.1016/j.scitotenv.2018.03.012	Crossref
1046	10.1016/j.jhydrol.2012.11.021	Crossref
1047	10.1155/2018/8529748	Crossref
1048	10.1130/G39633.1	Crossref
1050	10.1016/j.coldregions.2012.06.007	Crossref
1051	10.1111/geoa.12116	Crossref
1052	10.1175/JHM-D-13-0196.1	Crossref
1053	10.1016/j.biocon.2014.10.021	Crossref
1054	10.1002/2017GL076333	Crossref
1055	10.1016/j.coldregions.2013.06.006	Crossref
1056	10.1002/2017JD026592	Crossref
1057	10.1515/cass-2015-0002	Crossref
1058	10.1007/978-3-319-04996-0_79	Crossref
1059	10.1002/joc.6101	Crossref
1060	10.1038/ngeo1571	Crossref
1061	10.1016/j.gloenvcha.2018.11.006	Crossref
1062	10.1088/1748-9326/11/4/044021	Crossref
1063	10.1007/978-3-319-92288-1_11	Crossref
1064	10.1016/j.jhydrol.2014.04.016	Crossref
1065	10.1007/3-540-27129-5_10	Crossref
1066	10.5194/nhess-16-2347-2016	Crossref
1067	10.1130/B25317.1	Crossref
1068	10.1016/j.rse.2017.12.025	Crossref
1069	10.1038/s41558-019-0437-5	Crossref
1070	10.1029/2007EO250001	Crossref
1071	10.1016/j.scitotenv.2017.03.297	Crossref
1072	10.1017/CBO9780511523533	Crossref
1073	10.1061/(ASCE)HE.1943-5584.0001293	Crossref
1074	10.1126/science.326_659	Crossref
1075	10.5194/hess-15-471-2011	Crossref
1076	10.1111/j.1365-2486.2009.01974.x	Crossref
1077	10.18235/0009090	Crossref
1078	10.1016/j.earscirev.2017.09.019	Crossref
1079	10.3189/2015JoG14J147	Crossref
1080	10.36580/rgem.i3.9-24	Crossref
1081	10.1016/j.quaint.2014.12.028	Crossref
1082	10.1038/srep19219	Crossref
1083	10.1007/s12583-010-0015-2	Crossref
1084	10.1016/j.scitotenv.2017.03.187	Crossref
1085	10.1016/j.agrformet.2018.03.004	Crossref
1086	10.1016/j.gloplacha.2016.10.014	Crossref
1087	10.1659/MRD-JOURNAL-D-17-00094.1	Crossref
1088	10.1111/gto.12215	Crossref
1089	10.1007/s10346-006-0045-0	Crossref
1090	10.1659/MRD-JOURNAL-D-18-00090.1	Crossref
1091	10.1007/978-3-319-92288-1	Crossref
1092	10.1098/rstb.2015.0178	Crossref
1093	10.5194/tc-9-1303-2015	Crossref
1094	10.1111/gcb.13919	Crossref
1095	10.1111/brv.12105	Crossref
1096	10.3389/fmicb.2019.00524	Crossref
1097	10.1016/j.epsl.2018.08.049	Crossref
1098	10.3389/fpls.2018.01140	Crossref
1099	10.1890/15-1197.1	Crossref
1100	10.1038/s41598-017-18022-5	Crossref
1101	10.1007/s00382-016-3130-7	Crossref
1102	10.1007/s10346-014-0544-3	Crossref
1103	10.1016/j.gloenvcha.2017.04.006	Crossref
1104	10.3389/feart.2019.00096	Crossref
1105	10.1080/00045608.2013.873326	Crossref
1106	10.1016/j.gloplacha.2014.09.002	Crossref
1107	10.1111/gcb.14464	Crossref
1108	10.1175/JHM-D-15-0181.1	Crossref
1109	10.1007/s10113-018-1384-9	Crossref
1110	10.1016/j.accre.2015.11.004	Crossref
1111	10.1002/2017JG004099	Crossref
1112	10.5194/acp-16-1303-2016	Crossref
1114	10.1016/j.gloplacha.2013.12.001	Crossref
1115	10.1016/j.earscirev.2010.07.002	Crossref
1116	10.1002/ecs2.2233	Crossref
1117	10.1016/j.jhydrol.2014.08.055	Crossref
1118	10.1016/j.chnaes.2009.12.006	Crossref
1119	10.1007/s11442-016-1255-6	Crossref
1120	10.1002/2015JF003511	Crossref
1121	10.1002/2014JD022977	Crossref
1122	10.1002/hyp.7094	Crossref
1123	10.1038/s41598-018-24360-9	Crossref
1124	10.1016/j.gloplacha.2010.04.003	Crossref
1125	10.1007/s00382-012-1383-3	Crossref
1126	10.1111/eva.12613	Crossref
1127	10.1007/s10584-009-9665-4	Crossref
1128	10.1016/j.enggeo.2013.04.002	Crossref
1129	10.1007/s11069-016-2308-y	Crossref
1130	10.1007/s40333-018-0073-3	Crossref
1131	10.1002/joc.3974	Crossref
1132	10.1016/j.scitotenv.2016.04.002	Crossref
1133	10.1007/s00382-017-4056-4	Crossref
1134	10.1016/j.gca.2012.11.028	Crossref
1135	10.5194/tc-13-1125-2019	Crossref
1136	10.3189/2015JoG15J017	Crossref
1137	10.1038/s41586-019-1071-0	Crossref
1138	10.1002/2015GL064410	Crossref
1139	10.1002/2014JD021615	Crossref
1140	10.1016/j.gloplacha.2015.05.013	Crossref
1141	10.3389/fpls.2017.02134	Crossref
1142	10.1021/es300166x	Crossref
1143	10.1002/2016JD026397	Crossref
1144	10.5194/tc-12-413-2018	Crossref
1145	10.1002/ppp.688	Crossref
1146	10.1017/jog.2016.142	Crossref
1147	10.1002/hyp.10349	Crossref
1148	10.1016/j.ppees.2017.05.003	Crossref
1149	10.1126/science.1128908	Crossref
1150	10.1111/ele.12568	Crossref
1151	10.1111/brv.12405	Crossref
1152	10.5194/tc-11-2527-2017	Crossref
1153	10.1111/cobi.13091	Crossref
1154	10.1016/j.jort.2017.05.001	Crossref
1155	10.1038/s41558-017-0030-8	Crossref
1156	10.1080/17518369.2017.1374125	Crossref
1157	10.1111/gcb.13538	Crossref
1158	10.5194/bg-12-3725-2015	Crossref
1159	10.1002/2014jg002678	Crossref
1160	10.1002/2015GL066238	Crossref
1161	10.1038/ngeo2749	Crossref
1162	10.1111/ele.12871	Crossref
1163	10.1038/nclimate2235	Crossref
1165	10.1016/j.quascirev.2013.01.011	Crossref
1166	10.1002/2017GL076652	Crossref
1167	10.1126/sciadv.1701169	Crossref
1168	10.3354/meps11394	Crossref
1169	10.1038/nature17447	Crossref
1170	10.1016/j.marpol.2015.12.027	Crossref
1171	10.1111/ddi.12788	Crossref
1172	10.1111/gcb.13435	Crossref
1173	10.1088/1748-9326/11/7/074022	Crossref
1174	10.1111/1365-2664.12634	Crossref
1175	10.1016/j.gecco.2017.01.003	Crossref
1176	10.1007/s00300-011-1094-y	Crossref
1177	10.1016/j.epsl.2014.10.015	Crossref
1178	10.5194/bg-14-1811-2017	Crossref
1179	10.1073/pnas.1702506114	Crossref
1180	10.1038/ngeo1349	Crossref
1181	10.1038/s41598-019-42097-x	Crossref
1182	10.1525/elementa.281	Crossref
1183	10.1029/2018JF004823	Crossref
1184	10.15356/2076-6734-2012-2-97-105	Crossref
1185	10.3390/rs10101619	Crossref
1186	10.1175/JCLI3774.1	Crossref
1187	10.1002/lno.10554	Crossref
1189	10.1890/070089	Crossref
1190	10.5194/tc-11-1767-2017	Crossref
1191	10.1002/2015JC011579	Crossref
1192	10.1029/2011GL048739	Crossref
1193	10.1038/Ngeo2731	Crossref
1194	10.1073/pnas.1513962112	Crossref
1195	10.1002/2016GL068506	Crossref
1196	10.1002/2015WR017362	Crossref
1197	10.1080/15230430.2018.1560839	Crossref
1198	10.1016/j.dsr2.2014.03.018	Crossref
1199	10.1126/science.1215065	Crossref
